ind,GEO,LON,LAT,Source,Cluster1,Cluster2,Cluster3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,filt_Cluster1,filt_Cluster2,filt_PC1,filt_PC2,filt_PC3,filt_PC4,filt_PC5,filt_PC6,filt_PC7,filt_PC8,filt_PC9,filt_PC10,filt_PC11,filt_PC12,filt_PC13,filt_PC14,filt_PC15,filt_PC16,filt_PC17,filt_PC18,filt_PC19,filt_PC20,wc2.1_2.5m_bio_1,wc2.1_2.5m_bio_12
104_5,Massachusetts,-72.07526,42.54595,Wild,7e-6,0.999987,6e-6,-0.027157,0.010975,-0.00902888,0.0152025,0.00572323,0.00691941,-0.00410217,0.0117909,-0.0368372,-0.00521263,-0.0159839,0.0258151,0.0138001,4.2848e-4,-0.0212409,-0.0388569,0.0144109,-0.00744194,-0.0271717,0.025935,0.99992,8e-5,0.067586,-0.0260859,0.0207551,-0.0281514,0.0077312,-0.00523406,0.0729228,0.0196989,-0.0822781,0.165203,0.0175841,0.0687677,0.0470215,-0.0242619,-0.0720868,-0.0309909,0.0268154,0.0180954,0.00414972,-0.0783152,7.0908331871032715,1100
104_4,Massachusetts,-72.07526,42.54595,Wild,7e-6,0.999987,6e-6,-0.0255743,0.00969145,-0.0109483,0.01382,0.00185318,0.00662483,-0.00195192,0.0122494,-0.0437504,-0.00282292,-0.0134888,0.0201507,0.0193681,0.00345531,-0.016478,-0.0197169,0.00694905,-0.00942985,-0.0213051,0.0245326,0.999892,1.08e-4,0.0638401,-0.0135742,0.0173506,-0.0238342,0.0167684,-0.00779169,0.048534,0.0104301,-0.06036,0.150752,0.0374534,0.0408296,0.0408015,-0.0248968,-0.0500887,-0.00767056,0.0230539,0.0482411,0.00190827,-0.105435,7.0908331871032715,1100
083_1,Connecticut,-72.98817,41.45561,Wild,6e-6,0.999987,7e-6,-0.0264558,0.0138633,-0.0126824,0.0214849,-0.00427346,0.00285148,-0.00258188,0.00731313,-0.0197005,0.0120133,0.0101351,0.0149102,0.00428219,0.0027116,-0.00107376,-0.00622708,0.010715,0.0372676,0.0147983,-0.0189455,0.786526,0.213474,0.0202899,0.00594849,0.0428504,-0.00354335,-0.00823977,-0.0295699,0.0245034,0.0251576,-0.0144098,-0.0273096,-0.0213713,-0.00866378,-0.0951803,0.0302494,0.0388236,0.0580701,-0.0404587,0.0971481,-0.0360073,0.0137825,9.58316707611084,1253
597228,Unknown,NA,NA,Conserved,6e-6,0.402765,0.597228,0.0550618,-0.0237249,0.304339,0.0249773,-0.115509,-0.0220025,-0.00563959,-0.00358857,0.00550742,0.00636913,-0.00632529,-0.0118267,0.0102857,-0.00748877,0.00854133,-0.0125088,-0.01932,0.0299706,0.0118362,-0.00976987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597104,Unknown,NA,NA,Conserved,0.246866,6e-6,0.753127,0.24178,0.065299,-0.0367081,9.29046e-4,-0.0304379,0.0038068,0.0840973,-0.0451936,0.00652438,-0.00867312,0.0662761,-0.0214254,0.0022991,0.12068,-0.0862344,0.234035,0.88946,0.0597287,-0.00215323,0.037741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
095_4,Connecticut,-71.97076,41.71432,Wild,5e-6,0.999989,5e-6,-0.0313809,0.0148824,-0.0113931,0.0272726,-0.00167357,0.00563338,0.00217694,0.00714561,-0.037765,0.0057452,-0.0207803,0.0282851,0.0138135,0.00449378,-0.0204853,-0.0358206,0.0128396,0.0436461,0.00731584,0.0474288,0.999928,7.2e-5,0.0626587,-2.13845e-6,0.0919384,-0.0616516,-0.00311747,0.0245658,0.0942613,-0.00250548,0.151129,-0.186449,0.0333631,0.179354,-0.0262719,-0.132042,-0.0668359,0.012541,-0.0435674,-0.0376916,-0.00695348,0.0360749,9.12066650390625,1247
095_3,Connecticut,-71.97076,41.71432,Wild,5e-6,0.999989,5e-6,-0.0314819,0.0150602,-0.0115741,0.0248994,4.81131e-4,0.00259611,0.00265015,0.0131908,-0.0473809,0.00669771,-0.0232205,0.038642,0.0170933,0.00648047,-0.0125517,-0.0410787,0.0108032,0.0341111,0.00977094,0.049776,0.999935,6.5e-5,0.0766029,0.00297333,0.0824916,-0.0628525,-0.00153143,0.0273757,0.0958376,0.00309124,0.165524,-0.183158,0.026468,0.161059,-0.0307366,-0.133652,-0.074426,0.00382041,-0.0621324,-0.0481331,-0.0220949,0.0256532,9.12066650390625,1247
588307,New Jersey,-74.754071,39.677394,Conserved,5e-6,0.704665,0.29533,0.00788041,1.46368e-4,0.16745,0.0314807,0.132359,-0.143455,0.0558042,-0.00561299,-0.0143239,0.00247611,-0.0290829,4.25838e-4,0.0116005,0.0136185,-0.0126499,-0.0131754,9.00494e-5,0.0171165,0.012441,0.0188551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.050000190734863,1130
029_4,North Carolina,-81.25607,36.38807,Wild,7e-6,0.999988,5e-6,-0.0289556,0.00758646,-0.0118079,0.0158238,-0.0115911,-0.00705549,0.00123468,-0.0109574,0.025193,0.0136878,-0.00821358,0.0230483,0.00947015,0.0167999,0.0702361,0.0517957,-0.0125738,9.92371e-5,-0.00636516,0.00565663,0.055603,0.944397,-0.0297937,0.0985633,-0.015948,-0.0280342,0.00422238,-0.0626975,0.00618477,-0.0248172,-0.0498761,-0.0434406,0.0260389,0.0214262,0.0440048,0.0131894,0.0068619,0.0636493,0.0511197,-0.0293948,0.0127139,-0.0463697,10.625499725341797,1353
029_5,North Carolina,-81.25607,36.38807,Wild,0.055749,0.944245,6e-6,-0.0212123,3.55251e-5,-0.0114263,0.00136408,-0.00571568,-0.00626135,0.00351452,-0.00337016,0.0318328,0.00724875,0.00274726,0.0258076,0.0151835,0.0239729,0.0524626,0.0514652,-0.0152156,0.0033585,-0.035179,0.00783053,0.198133,0.801867,-0.0341431,0.0785481,-0.00966314,-0.0234111,0.0113329,-0.0301495,0.0166461,-0.0140264,-0.111307,-0.0203853,0.0530669,-0.0378844,0.0488145,0.0166553,-0.0161213,0.0713207,0.0492056,-0.0598149,-0.0422604,-0.0567878,10.625499725341797,1353
029_3,North Carolina,-81.25607,36.38807,Wild,6e-6,0.999988,5e-6,-0.0291337,0.00870867,-0.0112621,0.0153252,-0.0103618,-0.00780919,-0.0022181,-0.0125578,0.0341058,0.0193229,-0.0100611,0.0307641,0.00877354,0.00889009,0.0754055,0.053411,-0.00842369,-0.015918,-1.20541e-4,-0.00840253,0.104533,0.895467,-0.0330629,0.104884,-0.0199395,-0.00461503,-0.00379436,-0.0371792,0.00687348,0.00652515,-0.0837932,-0.0457332,0.0161675,0.00269857,0.0469553,0.0195223,-0.0219703,0.00878743,0.0240639,-0.0149298,0.00489288,-0.0495507,10.625499725341797,1353
588675,Unknown,NA,NA,Conserved,6e-6,0.688149,0.311845,0.0158078,-0.00675265,0.152877,0.0247179,-0.0891298,-0.0142625,0.00111504,0.00946513,-0.0318255,-0.00912008,0.00775694,0.0159679,-0.0188594,0.0126957,-0.0106178,-4.25563e-4,-0.00623786,-0.0284512,-0.0264958,0.0113178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105_2,Massachusetts,-72.04062,42.5611,Wild,6e-6,0.999987,6e-6,-0.0281548,0.012577,-0.00870212,0.0179831,0.00524119,0.00596014,-2.549e-4,0.00855234,-0.0397862,0.00117414,-0.0161982,0.0222089,0.00882234,0.00280784,-0.019726,-0.020927,0.00602135,0.0155758,-0.0105336,0.0124677,0.999911,8.9e-5,0.056895,-0.0146348,0.0440544,-0.0161068,0.0290995,-0.0102782,0.0435077,-0.0146871,0.00522643,0.100465,0.0150566,0.00655531,-0.00505413,-0.0126037,-0.00793095,-0.00262704,0.0177781,0.0191451,0.0449522,-0.0740776,7.2241668701171875,1102
105_1,Massachusetts,-72.04062,42.5611,Wild,6e-6,0.999987,6e-6,-0.0284042,0.0139418,-0.00732875,0.0198685,0.00167101,0.00181428,3.50943e-4,0.00426138,-0.0419881,0.0102664,-0.00893145,0.0148416,0.00362222,0.00108414,-0.0147213,-0.0178525,0.0116515,0.00886258,-0.0137339,0.00649772,0.999879,1.21e-4,0.0562716,-0.0100236,0.0350105,-0.0120061,0.0160895,-0.0238372,0.0441052,-0.00552561,-0.0137282,0.0931899,0.00904464,0.0118655,-0.00578068,-0.0221166,0.0126796,0.0228379,0.0357871,0.0468077,0.0660775,-0.0950715,7.2241668701171875,1102
105_4,Massachusetts,-72.04062,42.5611,Wild,6e-6,0.999987,6e-6,-0.0269514,0.0150004,-0.0078590900000000009,0.0196275,0.005556,-2.35391e-4,1.84447e-4,0.0073656,-0.0351575,0.00184656,-0.0149675,0.0178137,-0.00697054,0.00426397,-0.010617,-0.0228484,0.0105877,0.00690883,-0.00255327,0.0205639,0.999876,1.24e-4,0.0489625,-0.0145582,0.0401625,-0.0247195,0.0232625,-0.0194207,0.0303343,-3.86772e-4,0.0116344,0.0859123,-0.00806846,0.00255452,0.0121822,-0.00878449,0.0253648,-0.00254934,0.0181941,0.0272505,0.0569065,-0.0726184,7.2241668701171875,1102
588658,Unknown,NA,NA,Conserved,6e-6,0.754669,0.245325,0.00246322,0.00322356,0.133635,0.0285602,0.106391,-0.122865,0.0409956,-0.0041724,0.00793614,-0.00844081,-0.00393752,-0.00452782,-0.00483953,-0.00693071,0.00401876,-0.00266208,-0.00248905,-0.015116,-0.0177906,-0.0227363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105_5,Massachusetts,-72.04062,42.5611,Wild,6e-6,0.999987,6e-6,-0.0289082,0.0123535,-0.00766386,0.0186363,0.00150545,0.00620194,0.00219096,0.00598474,-0.0275845,0.00314674,-0.0106326,0.0169048,0.00487892,5.91008e-5,-0.0200079,-0.0132346,0.00662568,0.0151423,-0.00641293,0.00284042,0.999879,1.21e-4,0.0399293,-0.0115705,0.0349286,-0.00734702,0.0116629,-0.0152082,0.028658,-0.00205908,0.00930035,0.0595493,-0.00470743,0.0229832,-6.23092e-4,-0.0031231,-0.00525227,0.0146026,0.0101173,0.0160227,0.0238428,-0.0344866,7.2241668701171875,1102
018_1,North Carolina,-81.37312,36.28366,Wild,0.42995,0.570044,6e-6,0.0214659,-0.0578576,-0.0245431,-0.109442,-0.0236873,-0.0335252,0.00802749,-0.0133692,0.0388602,0.0507005,0.0286432,0.0172882,-0.0112958,0.0187814,0.0107177,-0.00986889,-0.0362604,-0.0944478,-0.0541857,0.0590916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.044333457946776,1308
094_5,Connecticut,-71.85046,41.68021,Wild,6e-6,0.999989,5e-6,-0.0308137,0.011351,-0.0119651,0.0219783,-0.00197686,0.00122639,6.22042e-4,0.00723092,-0.0235649,-0.00120481,-0.00891262,0.0285114,0.0227128,0.00118422,-0.0296158,-0.0333613,0.00273047,0.0259934,0.0122012,0.0336914,0.999891,1.09e-4,0.0468009,-0.0187918,0.0778009,-0.0380467,-7.3672e-4,0.0400874,0.083018,-0.00769306,0.0720293,-0.0305231,0.112476,-0.188301,0.0535114,0.114078,-0.115752,-0.0762333,0.0684822,-0.0286926,-0.0252587,0.0346384,9.050166130065918,1269
094_4,Connecticut,-71.85046,41.68021,Wild,0.038188,0.961805,6e-6,-0.021978,0.00301169,-0.0120696,0.00273204,-1.70164e-4,2.87573e-4,0.00372275,0.00757884,-0.0371622,-0.00913327,-0.0130321,0.0331191,0.00724594,-0.00472936,-0.00961944,-0.0385043,0.0115611,0.00492686,0.00307483,0.0444427,0.922032,0.077968,0.0438186,-0.0242587,0.0614422,-0.060257,0.00336922,0.0736185,0.0856601,0.00784571,0.0716006,-0.0400811,0.131469,-0.273111,0.117578,0.140367,-0.171294,-0.12797,0.08485,-0.0757832,-0.0157304,0.0814044,9.050166130065918,1269
026_11,North Carolina,-81.30058,36.36893,Wild,6e-6,0.999988,5e-6,-0.0296791,0.00840353,-0.0109131,0.0161894,-0.00780425,2.9459e-4,-0.00310988,-0.0106394,0.0342763,0.016854,-0.00657581,0.0275235,0.00958765,0.0195686,0.0691198,0.0657442,-0.0147588,-0.00462756,-0.0132683,0.0143326,0.070992,0.929008,-0.0322465,0.101427,-0.0266295,-0.0200714,-0.0139812,-0.0982738,0.0109972,-0.0320393,0.0702521,0.0229358,-0.0168257,-0.0070082,0.00635898,-0.00879508,0.00918093,-0.0432911,-0.0159797,0.00944491,6.22945e-4,-0.00616654,11.275500297546388,1337
026_10,North Carolina,-81.30058,36.36893,Wild,6e-6,0.999989,5e-6,-0.030034,0.00973782,-0.0131672,0.0190995,-0.0143804,-0.00436019,6.30149e-4,-0.0126235,0.0462965,0.0260557,-0.012205,0.0439659,0.0141113,0.0384633,0.144518,0.117758,-0.0191389,-0.015625,-0.0291727,0.0312107,7.9e-5,0.999921,-0.0485785,0.179762,-0.0755511,-0.0463397,-0.00146899,-0.194853,-0.0129699,-0.0837907,0.179116,0.0570982,-0.0468547,-0.0446902,0.0217785,-0.028799,0.0213101,-0.0686125,-0.0327947,0.00468218,0.0339617,-0.0159654,11.275500297546388,1337
110_2,New Hampshire,-71.27523,43.08684,Wild,5e-6,0.999989,5e-6,-0.0310652,0.01326,-0.00881361,0.0229135,0.0019352,0.0053805,7.99676e-4,0.012193,-0.0555998,0.00924709,-0.00332431,0.0113008,-0.00272552,5.06162e-4,-0.0181214,-0.0284186,0.00539758,-0.0212533,-0.00831709,0.00276638,0.999923,7.7e-5,0.0692767,-0.0253404,-0.00874603,0.017919,0.0187051,-0.029542,-0.0125859,0.0997901,-0.0450745,-0.116345,-0.388731,-0.0287648,0.100886,0.0141127,-0.0950555,-0.0592489,0.0299431,-0.0584944,-0.0399909,0.00196102,7.722833156585693,1045
110_4,New Hampshire,-71.27523,43.08684,Wild,5e-6,0.999989,5e-6,-0.0306465,0.0126763,-0.0104579,0.0217772,0.00229755,0.00535945,1.16058e-4,0.00998204,-0.0473643,0.00258677,-0.00345418,0.00451586,-0.00459344,-0.0038249,-0.0161068,-0.0335121,0.00349988,-0.0277573,-0.0162177,-0.00829331,0.999911,8.9e-5,0.0568597,-0.0308584,-0.0161174,0.0155352,0.00755088,-0.0221035,-0.00839984,0.0903702,-0.0460433,-0.100078,-0.362267,-0.00744147,0.101778,0.0192985,-0.0915117,-0.0528247,0.0254763,-0.0431539,-0.0365383,-0.0256854,7.722833156585693,1045
026_14,North Carolina,-81.30058,36.36893,Wild,6e-6,0.999988,5e-6,-0.0295877,0.0094201,-0.0126131,0.0158483,-0.0184159,-0.00402088,2.61796e-4,-0.0187205,0.0457018,0.0217656,-0.00953648,0.0363076,0.0141925,0.0378781,0.131797,0.112183,-0.0220671,-0.00907495,-0.0286502,0.0212431,7.8e-5,0.999922,-0.0506435,0.167125,-0.0689731,-0.0434941,-0.00677706,-0.198739,-0.0235476,-0.0957607,0.169211,0.0649377,-0.0427237,-0.0446524,0.0147843,-0.0336082,0.0208231,-0.0606439,-0.0246036,-0.00238487,0.0169266,-0.0116016,11.275500297546388,1337
110_3,New Hampshire,-71.27523,43.08684,Wild,5e-6,0.999989,5e-6,-0.0306994,0.0112575,-0.01025,0.0207944,0.00269602,0.00629899,0.00292736,0.0113658,-0.0540516,0.00765005,-0.00683515,0.00615668,-0.00901162,-0.00683795,-0.0207061,-0.0328235,0.00600957,-0.0281129,-0.00919316,4.34894e-4,0.999924,7.6e-5,0.0652981,-0.0322799,-0.0133503,0.0200091,0.0152563,-0.0238928,-0.0249052,0.102657,-0.0463371,-0.106925,-0.403962,-0.0172397,0.101789,0.00324674,-0.0948882,-0.0517154,0.0317977,-0.0465136,-0.0284047,-0.0121139,7.722833156585693,1045
110_5,New Hampshire,-71.27523,43.08684,Wild,5e-6,0.999989,5e-6,-0.0310097,0.0127801,-0.00966605,0.021328,0.0017176,0.00464626,-0.0013684,0.00951017,-0.0475285,0.0050991,-0.00976562,0.0156026,-1.66492e-4,-0.00256632,-0.016989,-0.0291376,0.00280523,-0.0168179,-0.00991224,-0.00342135,0.999923,7.7e-5,0.0636802,-0.0204812,1.93793e-5,0.0155366,0.00841692,-0.0124614,-0.0197769,0.0853383,-0.0567994,-0.0999664,-0.386732,-0.0123991,0.102365,0.011725,-0.0923109,-0.0588611,0.0341108,-0.0412153,-0.0263573,-0.0119491,7.722833156585693,1045
111_5,New Hampshire,-71.24146,43.10802,Wild,6e-6,0.999988,5e-6,-0.0292241,0.0106682,-0.00872371,0.0189015,0.00440096,2.80438e-4,0.00143918,0.00907687,-0.0324777,0.00570675,2.19149e-4,0.020353,4.78638e-4,0.0030735,-0.00432961,-0.0179654,0.00156732,-0.00631068,-0.00398984,0.019111,0.962076,0.037924,0.044254,-0.00378943,0.00206142,-0.00594739,0.0195176,-0.00504057,0.00213509,0.0277182,-0.00551203,-0.0284891,-0.0967616,-0.041194,-0.00228063,-0.0254445,-0.0207383,-0.00469328,0.0194754,0.00927057,0.0023728,-0.0176196,7.81583309173584,1052
023_8,North Carolina,-81.32193,36.37637,Wild,0.203654,0.79634,6e-6,-0.00443835,-0.0240341,-0.0157804,-0.0370812,-0.0153935,-0.0172176,-2.21163e-4,-0.0111874,0.0259753,0.0246525,-0.00131519,0.0192866,0.0347931,0.0362483,0.0599519,0.0555223,0.00395711,6.90542e-4,-0.025177,-0.0900273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.594499588012695,1356
023_6,North Carolina,-81.32193,36.37637,Wild,6e-6,0.999989,5e-6,-0.0307757,0.00980421,-0.0114796,0.0179267,-0.00894024,-0.00376413,-6.80253e-4,-0.0197086,0.0379125,0.0106027,-0.00997197,0.0256923,0.0191406,0.0126988,0.0732479,0.049477,-0.00713669,-0.0100665,-0.0145823,-0.0565272,0.056324,0.943676,-0.0333567,0.0738182,-0.0163126,0.00940216,-0.0024434,-0.0388343,0.00472014,0.00951978,-0.0164574,-0.0136334,-0.00961147,0.0281172,-0.0226375,0.031176,-0.00467922,0.122575,0.0482339,0.217679,-0.326304,0.221829,10.594499588012695,1356
046_5,Virginia,-80.26234,36.89088,Wild,7e-6,0.999987,6e-6,-0.0286498,0.00609884,-0.011166,0.0134486,-0.0100309,-0.0089999,-0.00419374,-0.0151085,0.0540751,-0.0183696,-0.00179269,0.00678865,0.00532646,0.00762683,-0.0408783,0.0315456,-0.00547275,-0.00843225,0.133579,-0.140143,1.04e-4,0.999896,-0.0674142,0.0135036,0.0952569,0.22836,-0.117744,0.0617987,-0.0697944,-0.0867598,0.0303282,0.0142297,-0.0235527,-0.0280174,-0.0112559,-0.0715339,0.0155932,-0.025115,0.0101147,-0.074798,-0.160406,-0.034509,11.109999656677246,1126
046_1,Virginia,-80.26234,36.89088,Wild,6e-6,0.999988,5e-6,-0.030805,0.00927686,-0.0128358,0.0180457,-0.00900095,-0.00740346,-0.00193715,-0.0117992,0.0508196,-0.00915149,0.00356061,0.0140959,0.0137685,0.00461949,-0.0395518,0.0286314,-0.00614632,0.00314202,0.135179,-0.141017,2.5e-4,0.99975,-0.058035,0.0170159,0.097078,0.21067,-0.115003,0.044875,-0.0502474,-0.0835969,0.0400775,0.0221268,-0.0340948,-0.00850561,-0.0317443,-0.0592376,0.00846215,-0.00468832,0.0222022,-0.0854641,-0.121749,-0.0218319,11.109999656677246,1126
023_1,North Carolina,-81.32193,36.37637,Wild,6e-6,0.999988,5e-6,-0.0308108,0.0083877,-0.0114016,0.0163031,-0.00907619,-0.00591156,0.00226741,-0.017588,0.035661,0.0223234,-0.00564444,0.0288577,0.0179718,0.0232575,0.0735634,0.0473695,-0.00689725,-0.00531059,-0.0154813,-0.0451253,0.137461,0.862539,-0.0264689,0.0789174,-0.00127739,0.00540518,0.00292872,-0.0444858,-0.00696017,-1.54754e-5,-0.0172484,-0.0113693,-0.0189326,0.0318937,-0.0129391,0.0389744,0.00812867,0.0994797,0.0542886,0.23561000000000001,-0.306635,0.23359,10.594499588012695,1356
046_2,Virginia,-80.26234,36.89088,Wild,6e-6,0.999988,5e-6,-0.0308583,0.00938379,-0.0129464,0.020355,-0.0121331,-0.00981705,-0.00312867,-0.0175708,0.0535256,-0.00979066,-2.86225e-4,0.00577155,0.0107208,0.00463591,-0.0435527,0.0259172,-0.00261714,-0.00133227,0.142827,-0.157162,1.2e-4,0.99988,-0.0638307,0.00953037,0.102394,0.227967,-0.130333,0.0500665,-0.0731171,-0.0876326,0.0353885,0.0299431,-0.0167982,-0.00957839,-0.0139673,-0.0644025,0.00660008,-0.0124035,0.00793603,-0.0723419,-0.10277,-0.0225321,11.109999656677246,1126
046_3,Virginia,-80.26234,36.89088,Wild,7e-6,0.999987,6e-6,-0.0278924,0.00506233,-0.0109402,0.0142668,-0.00788185,-0.0122554,-0.00408731,-0.013416,0.0559727,-0.0184829,0.0061848,0.00652671,0.00509975,0.00624277,-0.0492666,0.0370969,-0.0130365,-0.00749149,0.137584,-0.141006,1.08e-4,0.999892,-0.0717382,0.0113905,0.103132,0.238772,-0.118638,0.0438372,-0.0848283,-0.0810559,0.0168023,0.0175561,-0.0314936,-0.0534166,-0.0233711,-0.087344,0.0209807,-0.0243825,0.00644376,-0.08986,-0.169941,-0.0321503,11.109999656677246,1126
046_4,Virginia,-80.26234,36.89088,Wild,6e-6,0.999989,5e-6,-0.030343,0.0084675,-0.0115148,0.0178919,-0.0100231,-0.00256457,-0.00278742,-0.0107709,0.0507517,-0.0169857,-5.9801e-4,0.00516252,0.0135004,-0.00233667,-0.0299511,0.0234476,-5.92028e-4,9.23613e-4,0.104949,-0.1246,1.09e-4,0.999891,-0.0553355,0.00877848,0.0816188,0.175149,-0.0945982,0.0400437,-0.0599441,-0.062981,0.014592,0.00526128,-0.0142757,-5.59365e-4,-0.00666997,-0.0352167,0.00663339,-0.0169706,0.00564333,-0.0529554,-0.121855,-0.0335685,11.109999656677246,1126
023_5,North Carolina,-81.32193,36.37637,Wild,0.302945,0.697049,6e-6,0.00742388,-0.0351837,-0.0146714,-0.0678268,-0.0029329,-0.00422862,8.91199e-4,-0.0362146,0.039002,0.0132465,-0.0213802,0.00685131,0.0445363,0.0200985,0.0864048,0.0500955,-0.0105439,6.97259e-4,-0.0652737,-0.106419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.594499588012695,1356
597203,Unknown,NA,NA,Conserved,5e-6,0.456927,0.543068,0.0381288,-0.0140098,0.302041,0.0321934,0.215689,-0.200947,0.0839825,-0.0112928,0.0202772,0.0069903,8.42965e-4,-0.0237002,-0.00243424,-0.00795796,0.0106076,0.00639466,-0.00381313,-0.0041197,-2.69736e-4,-0.0132471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
035_9,Virginia,-80.41307,36.72655,Wild,5e-6,0.999989,5e-6,-0.029481,0.00995509,-0.0103673,0.0175866,-0.00926038,-0.00563804,-0.00287205,-0.0132493,0.0577008,-0.0324682,0.0177098,-0.0418561,-0.0203738,-0.0196075,0.00297449,-0.0225914,0.00662035,0.00646279,0.00396729,-0.00774366,1.06e-4,0.999894,-0.0844537,-0.0371043,0.002651,-0.00467432,-0.00147197,-0.0114116,0.0160867,0.030066,-0.0101586,-0.0291892,0.00350871,0.0459276,-0.0342621,-0.0559356,0.0858481,-0.0374969,0.152371,-0.0215893,0.0297465,-0.0381083,10.527832984924316,1182
058_4,Pennsylvania,-76.47601,39.7977,Wild,0.999987,7e-6,6e-6,0.144438,-0.223017,-0.0686408,0.105154,0.0183534,-0.0179398,0.0101404,0.463082,0.0927182,0.00502742,-0.00188714,0.0179355,0.0297994,0.013025,0.0414823,-0.0511555,0.0263863,0.0441743,0.0535416,0.0314703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.286999702453612,1070
035_2,Virginia,-80.41307,36.72655,Wild,6e-6,0.999988,5e-6,-0.029609,0.00770832,-0.0132412,0.0191943,-0.0119743,-0.0075188,-0.00290515,-0.0150138,0.0852883,-0.037273,0.0288459,-0.0663163,-0.0257519,-0.0338246,-2.65602e-4,-0.0367372,0.00951217,-0.00578779,0.0342165,-0.012483,9.4e-5,0.999906,-0.115862,-0.0510644,8.50711e-4,0.010094,-0.00715651,-0.0181906,0.00405712,0.115833,-0.00934964,-0.0452976,0.0113788,0.0859243,-0.0586129,-0.0915405,0.15321,-0.0619629,0.271905,-0.0640689,0.0514057,-0.0664712,10.527832984924316,1182
037_11,Virginia,-80.40595,36.76566,Wild,6e-6,0.999988,6e-6,-0.0284537,0.00791502,-0.0123211,0.0122149,-0.0124056,-0.00793447,-0.00255886,-0.0194087,0.0689476,-0.0372227,0.0311677,-0.0676603,-0.0329272,-0.0315597,-0.00448268,-0.0364097,0.00984937,-8.08364e-4,0.00250537,0.00773717,9.31e-4,0.999069,-0.0890256,-0.0476584,0.00197939,-0.0141347,0.00368915,-0.0104315,2.31429e-4,0.0335027,-0.00978204,-0.0260039,-0.00611128,0.0404454,-0.0081863,-0.0323646,0.0477493,-0.025422,0.0694703,-0.014245,0.0221176,0.0342901,10.297666549682615,1176
035_3,Virginia,-80.41307,36.72655,Wild,6e-6,0.999988,5e-6,-0.0284729,0.00781821,-0.0109164,0.0149191,-0.0100952,-0.0071838,-3.03454e-4,-0.0156216,0.07974,-0.0476631,0.028913,-0.0574494,-0.0301476,-0.0289259,0.0022053,-0.0347865,0.0130543,-0.0021784,0.0247205,-0.0116357,7.8e-5,0.999922,-0.11298,-0.0497241,-0.0113856,0.0124173,-0.00727701,-0.00163386,0.00414511,0.058008,-8.87922e-4,-0.0514534,-0.00477594,0.0477978,-0.0443395,-0.0931977,0.113351,-0.0566396,0.221546,-0.0581708,0.0608381,-0.0441039,10.527832984924316,1182
058_3,Pennsylvania,-76.47601,39.7977,Wild,0.999987,7e-6,7e-6,0.126625,-0.195524,-0.0630969,0.100352,0.017929,-0.00816684,0.00610572,0.407092,0.0999905,0.00411929,-0.00751344,-0.00112803,0.0268675,-0.0154906,0.0384573,-0.0153458,-0.0104514,1.42005e-5,-0.0390632,-0.0949885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.286999702453612,1070
058_2,Pennsylvania,-76.47601,39.7977,Wild,0.999987,7e-6,6e-6,0.149753,-0.239417,-0.0728704,0.114996,0.0296756,-0.0126039,0.00638108,0.541051,0.129605,0.0627607,-1.09277e-4,-0.0132684,0.0123704,-0.00713924,0.0229367,-0.0301899,-0.00352959,-0.0640405,0.0202061,-0.016561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.286999702453612,1070
